adId,Title,Price,Description,Location,Ddate Posted,Features,URL,Type
1537921837,4.5 à louer Iles des Soeurs/Nun's Island - 100 rue de Gaspé,1 749 $,"[""Disponible : 1/7/2021LOUEZ MAINTENANT ET RECEVEZ JUSQUÀ 2 MOIS DE LOYER GRATUITS**Valide pour un temps limité et uniquement sur certains logements avec un bail de 24 mois**Visites virtuelles disponibles!**NB: LES PHOTOS DES SUITES POURRAIENT ÊTRE UNIQUEMENT À TITRE INDICATIF ET NE PAS REPRÉSENTER LA RÉALITÉ.À la tour HI-RISE 2, nichée au cur de lÎle-des-Surs, le bonheur est à portée de main. Conçue par larchitecte de renom Mies Van der Rohe, la tour HI-RISE 2, conviviale pour les familles, est dotée de commodités modernes.Lemplacement avant tout! Située sur les rives du fleuve Saint-Laurent, près de vastes espaces verts et de parcs, cette propriété offre aux résidents une panoplie dactivités de plein air. À seulement 15 minutes du centre-ville de Montréal et non loin de boutiques, dépiceries, de banques et décoles, les résidents apprécieront les avantages de vivre à lÎle-des-Surs. Votre animal de compagnie y trouvera également son compte grâce à la proximité du parc de West-Vancouver. La tour HI-RISE 2 est bien desservie par les circuits dautobus 168 et 12.UNE VIE SANS SOUCIS- Équipe de service à la clientèle joignable en tout temps- Personnel dentretien ménager sur place- Personnel daménagement paysager et de déneigement sur place- Intervention d'urgence sur appel- Propriété sécuritaireCE QUI NOUS DISTINGUE- Possibilités dimplication communautaire- Rabais exclusifs d'entreprises locales- Événements gratuits pour les résidents- Salle d'entreposage- Piscine intérieure et sauna- Salle de conditionnement physique ($)- Fenestration du sol au plafond offrant une vue panoramique sur le centre-ville de Montréal et le fleuve Saint-LaurentÉLISEZ DOMICILE ICI...- Logements fonctionnels : studio, 1 c. à c. et 2 c. à c. avec balcon pour certains- Durée de bail de 12 mois- Logements standards ou rénovés avec réfrigérateur et cuisinière- Vue panoramique sur le centre-ville de Montréal et le fleuve Saint-Laurent- Système de cartes à puce dans les installations de buanderie- Chauffage et eau inclus dans le loyer- Stationnement intérieur ($)Apprenez davantage sur la communauté Boardwalk en vous abonnant à notre compte Facebook et Instagram : @bwalkcommunityRemarque : les informations publiées, incluant la disponibilité des logements, les dépôts de garantie, les loyers et les primes incitatives, sont modifiables sans préavis et peuvent varier en fonction du logement. Les résidents actuels peuvent communiquer avec le représentant du service à la clientèle pour discuter des options de renouvellement de bail. Les plans daménagement des logements et des étages, présentés à titre indicatif uniquement, ne sont pas nécessairement représentatifs de la réalité. Certaines conditions s'appliquent. Les montants de loyer sont nets et incluent les primes incitatives en vigueur. Les primes incitatives annoncées sont exclusives aux nouveaux résidents. Les transferts sont assujettis aux conditions énoncéesRENT NOW AND RECEIVE UP TO 2 MONTHS OF FREE RENT**Valid for a limited time and only on some suites with a 24-month lease **Virtual Showings Available!**NB: PHOTOS OF THE SUITES MAY BE INDICATIVE ONLY AND MAY NOT REPRESENT REALITY.You cant buy happiness, but you can rent it at the HI-RISE 2 apartments in beautiful Nuns Island. Designed by famous architect, Mies van der Rohe, HI-RISE 2 is a family-friendly building surrounded by modern conveniences. Location, location, location! Situated on the banks of the St. Lawrence River near an abundance of green space and parks, apartment renters will enjoy plenty of outdoor living. Just 15 minutes from downtown Montreal and close to shopping, grocery stores, banks and schools, apartment renters will enjoy the convenience of living on Nuns Island. Your pet will love it too with West Vancouver Park nearby. When you rent at HI-RISE 2 youll also have easy access to public transportation with the 168 and 12 bus routes right outside your door.WORRY-FREE LIVING- 24-hour customer service team- On-site cleaning staff- On-site landscaping and snow removal- On-call emergency maintenance- On-site securityWHAT SETS US APART- Community involvement opportunities- Exclusive discounts with local businesses- Free resident events- Storage room- Indoor swimming pool and sauna- Gym ($)- Floor to ceiling windows with an unobstructed view of Montreals skyline and the St-Lawrence RiverLIVE HERE- Functional studios, 1, and 2-bedroom suites with balcony for some suites- 12-month lease terms- Standard and upgraded suites with fridge and stove - Unobstructed view of Montreals skyline and the St-Lawrence River- Smart Card System in laundry facilities - Heat and water included- Indoor parking available a fee ($)Start getting to know the Boardwalk community by following @bwalkcommunity on Facebook and Instagram!Note: Information posted, including suite availability, security deposits, rental rates and incentives are subject to change without notice or may vary by suite type. Current residents can contact the Customer Service Representative to discuss lease renewal options. Suites and floor plans may not be as shown. Some conditions apply. Rental rates listed are net and include current incentives when applicable. Incentives advertised are for new applicants. Internal transfers are subject to conditions found within the Transfer Agreement.https://www.bwalk.com/fr-ca/À-louer/Details/Québec/Verdun/Hi-Rise-2""]","100 rue de Gaspé, Verdun, QC, H3E 1E5",il y a 12 heures,"['0', '1 an', '<span>1 juillet 2021</span>', 'Oui', '1\xa0050', 'Non', 'Non', 'Oui<']",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/4-5-a-louer-iles-des-soeurs-nuns-island-100-rue-de-gaspe/1537921837,apartment
1520363948,3.5 à louer Iles des Soeurs/Nun's Island - 220 rue Berlioz,1 199 $,"[""Disponible : 1/4/2021LOUEZ MAINTENANT ET RECEVEZ JUSQUÀ 2 MOIS DE LOYER GRATUITS**Valide pour un temps limité et uniquement sur certains logements avec un bail de 24 mois**Visites virtuelles disponibles!**NB: LES PHOTOS DES SUITES POURRAIENT ÊTRE UNIQUEMENT À TITRE INDICATIF ET NE PAS REPRÉSENTER LA RÉALITÉ.Le bonheur est à portée de main à la propriété PH1-4. Lemplacement avant tout! Située sur les rives du fleuve Saint-Laurent, près de vastes espaces verts et de parcs, cette propriété offre aux résidents une panoplie dactivités de plein air. À seulement 15 minutes du centre-ville de Montréal et non loin de boutiques, dépiceries, de banques et décoles, les résidents apprécieront les avantages de vivre à lÎle-des-Surs. Votre animal de compagnie y trouvera également son compte grâce à la proximité du parc de West-Vancouver. La propriété PH1-4 est bien desservie par les circuits dautobus 168 et 12.UNE VIE SANS SOUCIS- Équipe de service à la clientèle joignable en tout temps- Personnel dentretien ménager sur place- Personnel daménagement paysager et de déneigement sur place- Intervention d'urgence sur appel- Propriété sécuritaireCE QUI NOUS DISTINGUE...- Possibilités dimplication communautaire- Rabais exclusifs d'entreprises locales- Événements gratuits pour les résidents- Espace de rangement ($)ÉLISEZ DOMICILE ICI...- Logements fonctionnels : 1 c. à c., 2 c. à c. et 3 c. à c.- Durée de bail de 12 mois- Logements standards ou rénovés avec réfrigérateur, cuisinière et balcon- Lave-vaisselle dans certains logements- Système de cartes à puce dans les installations de buanderie- Chauffage et eau inclus dans le loyer- Stationnement intérieur ($)Apprenez davantage sur la communauté Boardwalk en vous abonnant à notre compte Facebook et Instagram : @bwalkcommunityRemarque : les informations publiées, incluant la disponibilité des logements, les dépôts de garantie, les loyers et les primes incitatives, sont modifiables sans préavis et peuvent varier en fonction du logement. Les résidents actuels peuvent communiquer avec le représentant du service à la clientèle pour discuter des options de renouvellement de bail. Les plans daménagement des logements et des étages, présentés à titre indicatif uniquement, ne sont pas nécessairement représentatifs de la réalité. Certaines conditions s'appliquent. Les montants de loyer sont nets et incluent les primes incitatives en vigueur. Les primes incitatives annoncées sont exclusives aux nouveaux résidents. Les transferts sont assujettis aux conditions énoncées dans lentente de transfert.RENT NOW AND RECEIVE UP TO 2 MONTHS OF FREE RENT**Valid for a limited time and only on some suites with a 24-month lease **Virtual Showings Available!**NB: PHOTOS OF THE SUITES MAY BE INDICATIVE ONLY AND MAY NOT REPRESENT REALITY.You cant buy happiness, but you can rent it at PH1-4 apartments. Location, location, location! Situated on the banks of the St. Lawrence River near an abundance of green space and parks, apartment renters will enjoy plenty of outdoor living. Just 15 minutes from downtown Montreal and close to shopping, grocery stores, banks and schools, apartment renters will enjoy the convenience of living on Nuns Island. Your pet will love it too with West Vancouver Park nearby. When you rent at PH1-4 apartments youll also have easy access to public transportation with the 168 and 12 bus routes right outside your door.WORRY-FREE LIVING- 24-hour customer service team- On-site cleaning staff- On-site landscaping and snow removal- On-call emergency maintenance- On-site securityWHAT SETS US APART- Community involvement opportunities- Exclusive discounts with local businesses- Free resident events- Storage room ($)LIVE HERE- Functional 1, 2 and 3-bedroom suites - 12-month lease terms- Standard and upgraded suites with fridge, stove and balcony- Dishwasher in some suites- Smart Card System in laundry facilities - Heat and water included- Indoor parking available for a fee ($)Start getting to know the Boardwalk community by following @bwalkcommunity on Facebook and Instagram!Note: Information posted, including suite availability, security deposits, rental rates and incentives are subject to change without notice or may vary by suite type. Current residents can contact the Customer Service Representative to discuss lease renewal options. Suites and floor plans may not be as shown. Some conditions apply. Rental rates listed are net and include current incentives when applicable. Incentives advertised are for new applicants. Internal transfers are subject to conditions found within the Transfer Agreement.https://www.bwalk.com/fr-ca/À-louer/Details/Québec/Verdun/PH-1---4""]","220 rue Berlioz, Verdun, QC, H3E 1B8",il y a 12 heures,"['0', '1 an', '<span>1 avril 2021</span>', 'Oui', '770', 'Non', 'Non', 'Oui<']",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/3-5-a-louer-iles-des-soeurs-nuns-island-220-rue-berlioz/1520363948,apartment
1568548528,3.5 à louer Ile des Soeurs- 700 rue de Gaspé *Prime*,1 199 $,"[""Disponible : 1/7/2021LOUEZ MAINTENANT ET RECEVEZ JUSQUÀ 2 MOIS DE LOYER GRATUITS**Valide pour un temps limité et uniquement sur certains logements avec un bail de 24 mois**Visites virtuelles disponibles!**NB: LES PHOTOS DES SUITES POURRAIENT ÊTRE UNIQUEMENT À TITRE INDICATIF ET NE PAS REPRÉSENTER LA RÉALITÉ.À la tour HI-RISE 4, nichée au cur de lÎle-des-Surs, le bonheur est à portée de main.Lemplacement avant tout! Située sur les rives du fleuve Saint-Laurent, près de vastes espaces verts et de parcs, cette propriété offre aux résidents une panoplie dactivités de plein air. À seulement 15 minutes du centre-ville de Montréal et non loin de boutiques, dépiceries, de banques et décoles, les résidents apprécieront les avantages de vivre à lÎle-des-Surs. Votre animal de compagnie y trouvera également son compte grâce à la proximité du parc de West-Vancouver. La tour HI-RISE 4 est bien desservie par les circuits dautobus 168 et 12.UNE VIE SANS SOUCIS- Équipe de service à la clientèle joignable en tout temps- Personnel dentretien ménager sur place- Personnel daménagement paysager et de déneigement sur place- Intervention d'urgence sur appel- Propriété sécuritaireCE QUI NOUS DISTINGUE...- Possibilités dimplication communautaire- Rabais exclusifs d'entreprises locales- Événements gratuits pour les résidents- Piscine intérieure et sauna- Terrasse ensoleillée privée- Espace de rangement ($)ÉLISEZ DOMICILE ICI...- Logements fonctionnels : studio, 1 c. à c. et 2 c. à c. avec balcon pour la plupart- Durée de bail de 12 mois- Logements standards ou rénovés avec réfrigérateur et cuisinière- Système de cartes à puce dans les installations de buanderie- Chauffage et eau inclus dans le loyer- Stationnement souterrain et extérieur ($)Apprenez davantage sur la communauté Boardwalk en vous abonnant à notre compte Facebook et Instagram : @bwalkcommunityRemarque : les informations publiées, incluant la disponibilité des logements, les dépôts de garantie, les loyers et les primes incitatives, sont modifiables sans préavis et peuvent varier en fonction du logement. Les résidents actuels peuvent communiquer avec le représentant du service à la clientèle pour discuter des options de renouvellement de bail. Les plans daménagement des logements et des étages, présentés à titre indicatif uniquement, ne sont pas nécessairement représentatifs de la réalité. Certaines conditions s'appliquent. Les montants de loyer sont nets et incluent les primes incitatives en vigueur. Les primes incitatives annoncées sont exclusives aux nouveaux résidents. Les transferts sont assujettis aux conditions énoncées dans lentente de transfert.RENT NOW AND RECEIVE UP TO 2 MONTHS OF FREE RENT**Valid for a limited time and only on some suites with a 24-month lease **Virtual Showings Available!**NB: PHOTOS OF THE SUITES MAY BE INDICATIVE ONLY AND MAY NOT REPRESENT REALITY.You cant buy happiness, but you can rent it at the HI-RISE 4 apartments in beautiful Nuns Island. Location, location, location! Situated on the banks of the St. Lawrence River near an abundance of green space and parks, apartment renters will enjoy plenty of outdoor living. Just 15 minutes from downtown Montreal and close to shopping, grocery stores, banks and schools, apartment renters will enjoy the convenience of living on Nuns Island. Your pet will love it too with West Vancouver Park nearby. When you rent at HI-RISE 4 youll also have easy access to public transportation with the 168 and 12 bus routes right outside your door.WORRY-FREE LIVING- 24-hour customer service team- On-site cleaning staff- On-site landscaping and snow removal- On-call emergency maintenance- On-site securityWHAT SETS US APART- Community involvement opportunities- Exclusive discounts with local businesses- Free resident events- Indoor swimming pool and sauna- Sunny private terrace- Storage room ($)LIVE HERE- Functional studios, 1, and 2-bedroom suites with balcony for most the suites- 12-month lease terms- Standard and upgraded suites with fridge and stove- Smart Card System in laundry facilities - Heat and water included- Underground and outside parking available for a fee ($)Start getting to know the Boardwalk community by following @bwalkcommunity on Facebook and Instagram!Note: Information posted, including suite availability, security deposits, rental rates and incentives are subject to change without notice or may vary by suite type. Current residents can contact the Customer Service Representative to discuss lease renewal options. Suites and floor plans may not be as shown. Some conditions apply. Rental rates listed are net and include current incentives when applicable. Incentives advertised are for new applicants. Internal transfers are subject to conditions found within the Transfer Agreement.https://www.bwalk.com/fr-ca/À-louer/Details/Québec/Verdun/Hi-Rise-4""]","700 rue de Gaspé, Verdun, QC, H3E 1H2",il y a 12 heures,"['0', '1 an', '<span>1 juillet 2021</span>', 'Oui', '630', 'Non', 'Non', 'Oui<']",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/3-5-a-louer-ile-des-soeurs-700-rue-de-gaspe-prime/1568548528,apartment
1505846093,"Le Président,5 1/2, CDN, Adj, Centre Ville, Wesmount",1 775 $,"[""L'URBAIN DANS UN OASIS DE VERDUREForest Hill est un magnifique immeuble adjacent à Westmount et à quelques minutes du Centre-ville branché de Montréal.Le complexe est situé en face du parc Mont Royal, lendroit idéal pour les promenades, lentrainement, le vélo, le patinage et plus encore.Facilité d'accès aux transports en commun: autobus 165, 11 et 435 juste à quelques pas du bâtiment ou à 10 minutes à pied du métro Guy Concordia.Services inclus dans le loyer:Eau chaude, Chauffage, Poêle, RéfrigérateurNos services :Présence de caméras dans toutes les parties communes de limmeubleDépanneurPiscineSalle de lavageEntretien et réparationsStationnement ($)Salle dentrainementPour rendez-vous et visite contacter :Maria/Paulina 438 392 3250Administré par: IMMOMARKETINGUnique View!! 1 months freeURBAN LIVING WITHIN A LUSH OASIS OF GREENERY !!!!!Forest Hill is a stunning building adjacent to Westmount and a few minutes of Donwtow.Our complex is located in front of Mont RoyalPark, the perfect place for walks, training, cycling, skating and more.Easy access to public transportation, the 165, 435, 11 buses are in a few steps from the building or 10 min walk to Guy/ Concordia Metro.Services include in the rent: Heating, hot water, stove and RefrigeratorServices available:Security: presence of cameras in the common areas of the complex.DepanneurSwimming pool, and saunaLaundry roomGymMaintenance et reparations.Parking ($)For appointment and visits please contact :Maria/Paulina 438 392 3250Email: foreshill@immomarketing.caManagement : IMMOMARKETING450 465 7661""]","Des superbes appartements !, Montreal, QC, H3V 1C8",il y a 12 heures,"['0', '1 an', 'Oui', 'Non disponible', 'Non', 'Non', 'Non<']",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/le-president-5-1-2-cdn-adj-centre-ville-wesmount/1505846093,apartment
1505846100,"Le Président, 3 1/2,CDN,Adj, Centre Ville Westmount",1 015 $,"[""Vue Panoramique! 1 mois gratuit !!!!Des superbes appartements !!!L'URBAIN DANS UN OASIS DE VERDUREForest Hill est un magnifique immeuble adjacent à Westmount et à quelques minutes du Centre-ville branché de Montréal.Le complexe est situé en face du parc Mont Royal, lendroit idéal pour les promenades, lentrainement, le vélo, le patinage et plus encore.Facilité d'accès aux transports en commun: autobus 165, 11 et 435 juste à quelques pas du bâtiment ou à 10 minutes à pied du métro Guy Concordia.Services inclus dans le loyer:Eau chaude, Chauffage, Poêle, RéfrigérateurNos services :Présence de caméras dans toutes les parties communes de limmeubleDépanneurPiscineSalle de lavageEntretien et réparationsStationnement ($)Salle dentrainementVisite libre le 21 et 22 novembre de 12h00 à 14h00.Pour rendez-vous et visite contacter :Maria/Paulina 438 392 3250Administré par: IMMOMARKETINGPhenomenal View!!Superb apartement entirely renovated ! Two months freeForest Hill is a stunning building adjacent to Westmount and a few minutes of Donwtow.Our complex is located in front of Mont RoyalPark, the perfect place for walks, training, cycling, skating and more.Easy access to public transportation, the 165, 435, 11 buses are in a few steps from the building or 10 min walk to Guy/ Concordia Metro.Services include in the rent: Heating, hot water, stove and RefrigeratorServices available:Security: presence of cameras in the common areas of the complex.DepanneurSwimming pool, and saunaLaundry roomGymMaintenance et reparations.Parking ($)For appointment and visits please contact :Maria/Paulina: 438 392 3250Email: foreshill@immomarketing.caManagement : IMMOMARKETING450 465 7661""]","Des superbes appartements !, Montreal, QC, H3V 1C8",il y a 12 heures,"['0', '1 an', 'Non', 'Non disponible', 'Non', 'Non', 'Non<']",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/le-president-3-1-2-cdn-adj-centre-ville-westmount/1505846100,apartment
1505846102,"Le Président, 4 1/2, CDN, Adj.Centre Ville, Wesmount",1 499 $,"[""Une vue panoramique ! Promotion 1 mois gratuitDes superbes appartements entièrement rénovés !!!Forest Hill est un immeuble adjacent à Westmount et à quelques minutes du Centre-ville branché de Montréal.Le complexe est situé en face du parc Mont Royal, lendroit idéal pour les promenades, lentrainement, le vélo, le patinage et plus encore.Facilité d'accès aux transports en commun: autobus 165, 11 et 435 juste à quelques pas du bâtiment ou à 10 minutes à pied du métro Guy Concordia.Services inclus dans le loyer:Eau chaude, Chauffage, Poêle, RéfrigérateurNos services :Présence de caméras dans toutes les parties communes de limmeubleDépanneurPiscineSalle de lavageEntretien et réparationsStationnement ($)Salle dentrainementVisite libre le 21 et 22 novembre de 12h00 à 14h00.Pour rendez-vous et visite contacter :Maria/Paulina 438 3923250Administré par: IMMOMARKETINGPanoramique View!! Two month freeSuperb apartement entirely renovated !Forest Hill is a stunning building adjacent to Westmount and a few minutes of Donwtow.Our complex is located in front of Mont RoyalPark, the perfect place for walks, training, cycling, skating and more.Easy access to public transportation, the 165, 435, 11 buses are in a few steps from the building or 10 min walk to Guy/ Concordia Metro.Services include in the rent: Heating, hot water, stove and RefrigeratorServices available:Security: presence of cameras in the common areas of the complex.DepanneurSwimming pool, and saunaLaundry roomGymMaintenance et reparations.Parking ($)For appointment and visits please contact :Maria/Paulina 438 392 3250Email: foreshill@immomarketing.caManagement : IMMOMARKETING450 465 7661""]","Des superbes appartements !, Montreal, QC, H3V 1C8",il y a 12 heures,"['0', '1 an', 'Non', 'Non disponible', 'Non', 'Non', 'Non<']",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/le-president-4-1-2-cdn-adj-centre-ville-wesmount/1505846102,apartment
1569853295,stationnement  rue sherbrooke est entre stade et pont jcartier,80 $,['coin de rue derriere mon blok je loue stationnement au mois ces 100 $ par mois si vous louer 6 mois et + ces 80 $ par mois appeller Denis 514-943-5594 ruelle déneigée LIBRE se loue vite lhiver ces toujours TOUS louer'],"3240 Rue Sherbrooke E, Montréal, QC H1W 1C3, Canada",il y a 12 heures,Autre Info : Stationnement|,https://www.kijiji.ca/v-entreprosages-stationnement/ville-de-montreal/stationnement-rue-sherbrooke-est-entre-stade-et-pont-jcartier/1569853295,Room
1569853211,Appartement 4 ½ à louer – Tout inclus,1 050 $,"['Chauffage, l`électricité et l`eau chaude sont inclus.\nSitué dans un immeuble résidentiel en béton avec la station de bus juste en face. Bâtiment\ninsonorisé, calme et très bien entretenu.\nÀ côté: Centre médical Bois de Boulogne, fruiterie et dans la même bâtisse vous trouvez des notaires ou des avocats.\nVis- à- vis: Caisse Desjardins, Dépanneur Couche-Tard, Restaurants et Collège Bois de Boulogne.\nÀ pieds: Train de banlieue, Parc Marcelin - Wilson avec nocturne de tennis et piscine, le Parc du boulevard Gouin où vous trouvez les pistes cyclable ou admirer le spectacle des oiseaux sauvages.\nÀ dix minutes: Station Métro.\nÀ proximité: Marché Centrale, Cosco, Iga, Adonis, Mourelatos, Banque Royale et Hôpital du Sacre Cœur.']",", Montreal H3M 3B3 QC, Canada",il y a 12 heures,"['0', '1 an', '<span>15 juin 2021</span>', 'Non', '680', 'Non', 'Non', 'Non<']",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/appartement-4-a-louer-tout-inclus/1569853211,apartment
1569852398,*1 chambre +  Bureau à Griffintown metro peel JARDINS WINDSOR,1 475 $,"['Les Terrasses et les Jardins WindsorSitué sur un terrain de 12 acres le projet offre une piscine, un sauna et un jacuzzi. Salle dexercice, stationnement souterrain chauffé, rangement au sous-sol, ascenseurs, et service de conciergerie disponible sept jours sur sept, 24 heures sur 24. Emplacement de choix, tout près du centre-ville, des principales autoroutes desservant Montréal, et des services de transport commun.Communiquez avec nous si vous avez des questionsEmanuelle5148751717 ext. 2']","1280 rue saint-jacques, montréal, QC, H3C 0G1",il y a 12 heures,"['0', '1 an', '<span>1 juillet 2021</span>', 'Oui', 'Non disponible', 'Non', 'Oui', 'Non<']",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/1-chambre-bureau-a-griffintown-metro-peel-jardins-windsor/1569852398,apartment
1569843182,Plateau/Rosemont - Superbe Condo 5 1/2 Neuf - 2e Étage,2 145 $,"[""** 5350 Ave. de Lorimier, Plateau/Rosemont **Ce superbe condo 5 1/2 tout NEUF situé entre le Plateau-Mont-Royal et Rosemont est disponible dès maintenant ! À seulement quelques pas de l'avenue Papineau et Mont-Royal E, Bars, Restaurants, Parcs, Cafés, Pharmacies, Centre-ville et beaucoup plus.- 700 Pieds Carrés; Tout Neuf, Style LOFT et Parfaitement Isolé- 3 Chambres Fermées avec Fenêtres et Rangement- Superbe Cuisine Moderne avec beaucoup de Rangement- Électroménagers NEUFS Inclus- Balcon PrivéPour plus d'informations ou une visite me contacter au 438-988-2730*** 5350 Ave. de Lorimier, Plateau / Rosemont ** This superb brand new 5 1/2 condo located between the Plateau-Mont-Royal and Rosemont is available now! Just a few steps from Papineau Avenue and Mont-Royal E, Bars, Restaurants, Parks, Cafes, Pharmacies, Downtown and much more. - 700 Square Feet; Brand New, LOFT Style and Perfectly Insulated- 3 Closed Bedrooms with Windows and Storage - Superb Modern Kitchen with lots of storage - NEW Appliances Included - Private Balcony For more information or a visit contact me at 438-988-2730""]","5350 Ave. de Lorimier, Montreal, QC, H2H 1A6",il y a 12 heures,"['0', '1 an', '<span>2 juin 2021</span>', 'Limité', '700', 'Non', 'Non', ""Seulement à l'extérieur<""]",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/plateau-rosemont-superbe-condo-5-1-2-neuf-2e-etage/1569843182,apartment
